Name:;Data 6/10/2024 15_08_28
Owner:;Hella
Comments:; 
Acquisition Date:;6/3/2024 10:26:00 AM
Scan List:;Scan List A
Instrument:;34980A;Address:;USB0::2391::1287::MY56482360::0::INSTR;Modules:;2;Slot9:;Computed;Slot1:;34925A
Total Channels:;13
Channel;Name;Function;Range;Resolution;AdvSettings;Scale;Gain;Offset;Label;Limit Type;Limit Setting;
1001;temp ref;Temp 4-Wire RTD;None;C;Temp 4-Wire RTD#1#0.016#Auto#0.001#C#0.00385 (DIN)#100#True;False;1;0;C; ;
1002;TEMP AMB;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1004;G In Sol;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1005;G IN P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1006;G C H;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1007;D Coil P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1008;D IN P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1009;D Coil S;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1013;G Box;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1014;D Box;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1017;V 1;DC Voltage;Auto;5.5;DC Voltage#10M#1#0.016#Auto#0.001;False;1;0;VDC; ;
1040;SHUNT4;DC Voltage;Auto;5.5;DC Voltage#10M#1#0.016#Auto#0.001;False;1;0;VDC; ;
9004;TOK4_1ohm;Ch1040 / 1;;;;False;1;0;ADC; ;

Limit Type;Integer Symbol
None;0
Below;1
Above;2
Out of Limits;3
In Limits;4
Stabilize;5
Bitwise equal;6
Bitwise not equal;7
Numeric equal;8
Numeric not equal;9
Totalizer;11
Destabilize;12

Scan  Control:;Start Action:;Immediately;Stop Action:;User Terminated
Scan Order:1001 1002 1004 1005 1006 1007 1008 1009 1013 1014 1017 1040 
Scan;Time;1001 <temp ref> (C);Limit 1001;1002 <TEMP AMB> (C);Limit 1002;1004 <G In Sol> (C);Limit 1004;1005 <G IN P> (C);Limit 1005;1006 <G C H> (C);Limit 1006;1007 <D Coil P> (C);Limit 1007;1008 <D IN P> (C);Limit 1008;1009 <D Coil S> (C);Limit 1009;1013 <G Box> (C);Limit 1013;1014 <D Box> (C);Limit 1014;1017 <V 1> (VDC);Limit 1017;1040 <SHUNT4> (VDC);Limit 1040;9004 <TOK4_1ohm> (ADC);Limit 9004
6701;10.6.2024 17:00:12:907;26.179;0;100.163;0;115.265;0;118.979;0;117.377;0;118.815;0;119.688;0;116.813;0;104.211;0;102.494;0;12.986633;0;0.36088891;0;0.36088891;0
6702;10.6.2024 17:00:13:907;26.186;0;100.224;0;115.218;0;119.004;0;117.42;0;118.785;0;119.677;0;116.819;0;104.272;0;102.501;0;12.986968;0;0.35976127;0;0.35976127;0
6703;10.6.2024 17:00:14:907;26.179;0;100.163;0;115.193;0;118.924;0;117.431;0;118.742;0;119.688;0;116.813;0;104.265;0;102.476;0;12.986968;0;0.36124166;0;0.36124166;0
6704;10.6.2024 17:00:15:907;26.179;0;100.181;0;115.211;0;118.96;0;117.431;0;118.815;0;119.725;0;116.849;0;104.284;0;102.458;0;12.986633;0;0.36181259;0;0.36181259;0
6705;10.6.2024 17:00:16:907;26.181;0;100.147;0;115.213;0;118.981;0;117.379;0;118.762;0;119.727;0;116.833;0;104.286;0;102.551;0;12.986884;0;0.36010315;0;0.36010315;0
6706;10.6.2024 17:00:17:907;26.183;0;100.203;0;115.215;0;118.964;0;117.454;0;118.71;0;119.747;0;116.78;0;104.251;0;102.498;0;12.986549;0;0.36109203;0;0.36109203;0
6707;10.6.2024 17:00:18:907;26.179;0;100.163;0;115.174;0;118.96;0;117.377;0;118.778;0;119.743;0;116.794;0;104.211;0;102.549;0;12.986549;0;0.36242949;0;0.36242949;0
6708;10.6.2024 17:00:19:907;26.177;0;100.161;0;115.172;0;119.013;0;117.375;0;118.831;0;119.723;0;116.738;0;104.3;0;102.51;0;12.986801;0;0.36197392;0;0.36197392;0
6709;10.6.2024 17:00:20:907;26.183;0;100.185;0;115.178;0;119.019;0;117.344;0;118.873;0;119.765;0;116.817;0;104.306;0;102.516;0;12.986968;0;0.36153256;0;0.36153256;0
6710;10.6.2024 17:00:21:907;26.179;0;100.181;0;115.102;0;119.015;0;117.359;0;118.815;0;119.798;0;116.722;0;104.265;0;102.476;0;12.986801;0;0.36155095;0;0.36155095;0
6711;10.6.2024 17:00:22:907;26.177;0;100.143;0;115.154;0;119.013;0;117.32;0;118.813;0;119.741;0;116.738;0;104.264;0;102.438;0;12.986968;0;0.36210348;0;0.36210348;0
6712;10.6.2024 17:00:23:908;26.177;0;100.089;0;115.263;0;119.231;0;117.338;0;118.667;0;119.705;0;116.92;0;104.48;0;102.456;0;12.986801;0;0.3614824;0;0.3614824;0
6713;10.6.2024 17:00:24:907;26.181;0;100.183;0;115.158;0;119.072;0;117.324;0;118.817;0;119.745;0;116.796;0;104.322;0;102.406;0;12.986717;0;0.36004882;0;0.36004882;0
6714;10.6.2024 17:00:25:907;26.179;0;100.199;0;115.156;0;119.033;0;117.359;0;118.869;0;119.725;0;116.74;0;104.356;0;102.44;0;12.986884;0;0.36150163;0;0.36150163;0
6715;10.6.2024 17:00:26:907;26.181;0;100.183;0;115.104;0;119.053;0;117.361;0;118.871;0;119.763;0;116.778;0;104.322;0;102.406;0;12.986633;0;0.36013074;0;0.36013074;0
6716;10.6.2024 17:00:27:907;26.181;0;100.237;0;115.104;0;119.108;0;117.306;0;118.799;0;119.709;0;116.833;0;104.286;0;102.442;0;12.986466;0;0.36101847;0;0.36101847;0
6717;10.6.2024 17:00:28:907;26.179;0;100.181;0;115.156;0;119.051;0;117.304;0;118.869;0;119.688;0;116.794;0;104.302;0;102.494;0;12.986466;0;0.35987579;0;0.35987579;0
6718;10.6.2024 17:00:29:907;26.179;0;100.181;0;115.083;0;119.07;0;117.231;0;118.851;0;119.743;0;116.831;0;104.32;0;102.494;0;12.986549;0;0.36141887;0;0.36141887;0
6719;10.6.2024 17:00:30:907;26.179;0;100.163;0;115.011;0;119.051;0;117.249;0;118.906;0;119.634;0;116.831;0;104.302;0;102.585;0;12.986633;0;0.36085965;0;0.36085965;0
6720;10.6.2024 17:00:31:907;26.186;0;100.188;0;115.036;0;119.022;0;117.293;0;118.949;0;119.641;0;116.838;0;104.272;0;102.555;0;12.986884;0;0.36085881;0;0.36085881;0
6721;10.6.2024 17:00:32:907;26.179;0;100.145;0;115.083;0;119.088;0;117.268;0;118.942;0;119.67;0;116.867;0;104.247;0;102.675;0;12.986633;0;0.36053615;0;0.36053615;0
6722;10.6.2024 17:00:33:907;26.177;0;100.233;0;115.045;0;119.049;0;117.229;0;119.013;0;119.686;0;116.847;0;104.245;0;102.619;0;12.987303;0;0.36140132;0;0.36140132;0
6723;10.6.2024 17:00:34:907;26.181;0;100.237;0;115.031;0;119.09;0;117.288;0;118.999;0;119.672;0;116.906;0;104.231;0;102.641;0;12.987052;0;0.35940015;0;0.35940015;0
6724;10.6.2024 17:00:35:907;26.179;0;100.217;0;114.992;0;119.051;0;117.249;0;119.015;0;119.616;0;116.922;0;104.211;0;102.621;0;12.987052;0;0.36186525;0;0.36186525;0
6725;10.6.2024 17:00:36:907;26.181;0;100.201;0;114.994;0;119.108;0;117.233;0;118.926;0;119.636;0;116.924;0;104.213;0;102.623;0;12.987052;0;0.36072005;0;0.36072005;0
6726;10.6.2024 17:00:37:907;26.179;0;100.235;0;114.974;0;119.142;0;117.231;0;118.979;0;119.597;0;116.922;0;104.193;0;102.657;0;12.987135;0;0.35936923;0;0.35936923;0
6727;10.6.2024 17:00:38:907;26.179;0;100.217;0;115.047;0;119.124;0;117.195;0;118.997;0;119.616;0;116.904;0;104.211;0;102.621;0;12.987135;0;0.36177748;0;0.36177748;0
6728;10.6.2024 17:00:39:907;26.179;0;100.217;0;115.029;0;119.161;0;117.14;0;118.997;0;119.543;0;116.976;0;104.139;0;102.549;0;12.986884;0;0.3602695;0;0.3602695;0
6729;10.6.2024 17:00:40:907;26.181;0;100.237;0;115.031;0;119.126;0;117.233;0;119.017;0;119.563;0;116.978;0;104.213;0;102.605;0;12.987135;0;0.35995185;0;0.35995185;0
6730;10.6.2024 17:00:41:907;26.181;0;100.237;0;115.104;0;119.126;0;117.16;0;118.999;0;119.581;0;117.033;0;104.177;0;102.623;0;12.986884;0;0.36227317;0;0.36227317;0
6731;10.6.2024 17:00:42:907;26.179;0;100.199;0;115.12;0;119.106;0;117.249;0;119.015;0;119.525;0;116.995;0;104.139;0;102.567;0;12.987219;0;0.36025027;0;0.36025027;0
6732;10.6.2024 17:00:43:907;26.179;0;100.217;0;115.102;0;119.07;0;117.268;0;118.997;0;119.561;0;116.958;0;104.103;0;102.585;0;12.986968;0;0.3595456;0;0.3595456;0
6733;10.6.2024 17:00:44:907;26.181;0;100.237;0;115.195;0;119.053;0;117.342;0;118.944;0;119.581;0;116.997;0;104.087;0;102.695;0;12.987052;0;0.36137791;0;0.36137791;0
6734;10.6.2024 17:00:45:907;26.181;0;100.219;0;115.14;0;119.053;0;117.288;0;118.962;0;119.599;0;116.997;0;104.087;0;102.713;0;12.987135;0;0.36560427;0;0.36560427;0
6735;10.6.2024 17:00:46:907;26.183;0;100.149;0;115.178;0;119.092;0;117.308;0;118.928;0;119.601;0;116.962;0;104.161;0;102.661;0;12.986884;0;0.36119401;0;0.36119401;0
6736;10.6.2024 17:00:47:907;26.179;0;100.199;0;115.193;0;119.051;0;117.34;0;118.888;0;119.634;0;116.922;0;104.139;0;102.657;0;12.986884;0;0.36117813;0;0.36117813;0
6737;10.6.2024 17:00:48:907;26.177;0;100.269;0;115.154;0;119.031;0;117.338;0;118.886;0;119.614;0;116.956;0;104.155;0;102.637;0;12.987052;0;0.36103937;0;0.36103937;0
6738;10.6.2024 17:00:49:907;26.181;0;100.201;0;115.195;0;119.072;0;117.27;0;118.89;0;119.709;0;116.906;0;104.159;0;102.623;0;12.987135;0;0.36105693;0;0.36105693;0
6739;10.6.2024 17:00:50:907;26.181;0;100.219;0;115.176;0;119.053;0;117.379;0;118.835;0;119.654;0;116.869;0;104.141;0;102.659;0;12.987303;0;0.36069247;0;0.36069247;0
6740;10.6.2024 17:00:51:908;26.181;0;100.183;0;115.286;0;119.144;0;117.379;0;118.689;0;119.636;0;116.978;0;104.358;0;102.533;0;12.987219;0;0.36023188;0;0.36023188;0
6741;10.6.2024 17:00:52:907;26.179;0;100.199;0;115.156;0;119.033;0;117.359;0;118.851;0;119.616;0;116.813;0;104.175;0;102.621;0;12.987386;0;0.36076854;0;0.36076854;0
6742;10.6.2024 17:00:53:907;26.183;0;100.203;0;115.16;0;119.001;0;117.326;0;118.819;0;119.674;0;116.853;0;104.269;0;102.516;0;12.986968;0;0.36028037;0;0.36028037;0
6743;10.6.2024 17:00:54:907;26.177;0;100.233;0;115.154;0;118.958;0;117.357;0;118.795;0;119.686;0;116.865;0;104.173;0;102.583;0;12.987052;0;0.36154008;0;0.36154008;0
6744;10.6.2024 17:00:55:907;26.179;0;100.217;0;115.138;0;118.979;0;117.359;0;118.815;0;119.652;0;116.849;0;104.211;0;102.621;0;12.987219;0;0.360323;0;0.360323;0
6745;10.6.2024 17:00:56:908;26.181;0;100.111;0;115.322;0;119.108;0;117.361;0;118.671;0;119.654;0;116.997;0;104.376;0;102.514;0;12.987052;0;0.36102182;0;0.36102182;0
6746;10.6.2024 17:00:57:907;26.177;0;100.197;0;115.154;0;118.958;0;117.357;0;118.813;0;119.668;0;116.829;0;104.191;0;102.601;0;12.987052;0;0.36225645;0;0.36225645;0
6747;10.6.2024 17:00:58:907;26.181;0;100.165;0;115.195;0;118.908;0;117.324;0;118.799;0;119.709;0;116.815;0;104.286;0;102.605;0;12.987303;0;0.35932994;0;0.35932994;0
6748;10.6.2024 17:00:59:907;26.179;0;100.181;0;115.302;0;118.942;0;117.413;0;118.833;0;119.67;0;116.813;0;104.284;0;102.567;0;12.987135;0;0.36103436;0;0.36103436;0
6749;10.6.2024 17:01:00:907;26.181;0;100.219;0;115.231;0;118.944;0;117.361;0;118.78;0;119.69;0;116.833;0;104.249;0;102.478;0;12.987303;0;0.36042163;0;0.36042163;0
6750;10.6.2024 17:01:01:907;26.177;0;100.197;0;115.209;0;118.94;0;117.466;0;118.776;0;119.723;0;116.865;0;104.191;0;102.474;0;12.987052;0;0.35959241;0;0.35959241;0
6751;10.6.2024 17:01:02:907;26.177;0;100.143;0;115.227;0;118.958;0;117.411;0;118.758;0;119.705;0;116.792;0;104.227;0;102.51;0;12.986968;0;0.36102349;0;0.36102349;0
6752;10.6.2024 17:01:03:907;26.183;0;100.257;0;115.197;0;118.928;0;117.363;0;118.746;0;119.729;0;116.798;0;104.269;0;102.516;0;12.987219;0;0.36113968;0;0.36113968;0
6753;10.6.2024 17:01:04:907;26.181;0;100.219;0;115.195;0;118.944;0;117.397;0;118.744;0;119.727;0;116.796;0;104.249;0;102.496;0;12.987386;0;0.36036396;0;0.36036396;0
6754;10.6.2024 17:01:05:908;26.181;0;100.111;0;115.304;0;119.199;0;117.342;0;118.562;0;119.69;0;116.851;0;104.448;0;102.46;0;12.987135;0;0.36110708;0;0.36110708;0
6755;10.6.2024 17:01:06:907;26.181;0;100.147;0;115.176;0;118.944;0;117.397;0;118.78;0;119.781;0;116.76;0;104.322;0;102.514;0;12.987052;0;0.36173067;0;0.36173067;0
6756;10.6.2024 17:01:07:907;26.179;0;100.163;0;115.12;0;118.979;0;117.395;0;118.778;0;119.761;0;116.758;0;104.338;0;102.458;0;12.987135;0;0.36106194;0;0.36106194;0
6757;10.6.2024 17:01:08:907;26.179;0;100.181;0;115.102;0;119.015;0;117.34;0;118.851;0;119.725;0;116.722;0;104.284;0;102.476;0;12.987303;0;0.36187361;0;0.36187361;0
6758;10.6.2024 17:01:09:907;26.173;0;100.193;0;115.041;0;119.009;0;117.353;0;118.809;0;119.737;0;116.716;0;104.314;0;102.434;0;12.987386;0;0.36174571;0;0.36174571;0
6759;10.6.2024 17:01:10:907;26.177;0;100.197;0;115.1;0;119.049;0;117.393;0;118.813;0;119.686;0;116.756;0;104.336;0;102.402;0;12.987303;0;0.36207423;0;0.36207423;0
6760;10.6.2024 17:01:11:907;26.177;0;100.197;0;115.063;0;119.104;0;117.302;0;118.795;0;119.686;0;116.829;0;104.372;0;102.438;0;12.987135;0;0.36137791;0;0.36137791;0
6761;10.6.2024 17:01:12:907;26.177;0;100.197;0;115.081;0;119.086;0;117.302;0;118.904;0;119.632;0;116.811;0;104.282;0;102.529;0;12.987219;0;0.36103268;0;0.36103268;0
6762;10.6.2024 17:01:13:907;26.179;0;100.181;0;115.065;0;119.015;0;117.268;0;118.906;0;119.688;0;116.813;0;104.284;0;102.549;0;12.987135;0;0.3607025;0;0.3607025;0
6763;10.6.2024 17:01:14:907;26.179;0;100.253;0;115.065;0;119.051;0;117.231;0;118.96;0;119.652;0;116.831;0;104.265;0;102.494;0;12.987386;0;0.36034222;0;0.36034222;0
6764;10.6.2024 17:01:15:907;26.181;0;100.165;0;115.085;0;119.035;0;117.233;0;118.981;0;119.599;0;116.833;0;104.286;0;102.496;0;12.98747;0;0.35997024;0;0.35997024;0
6765;10.6.2024 17:01:16:907;26.177;0;100.179;0;114.99;0;119.013;0;117.284;0;118.958;0;119.595;0;116.865;0;104.227;0;102.583;0;12.987386;0;0.36236345;0;0.36236345;0
6766;10.6.2024 17:01:17:907;26.179;0;100.199;0;115.029;0;119.124;0;117.286;0;118.942;0;119.597;0;116.867;0;104.211;0;102.549;0;12.986968;0;0.36143643;0;0.36143643;0
6767;10.6.2024 17:01:18:907;26.179;0;100.271;0;114.956;0;119.07;0;117.231;0;118.942;0;119.634;0;116.904;0;104.229;0;102.567;0;12.987052;0;0.36001204;0;0.36001204;0
6768;10.6.2024 17:01:19:907;26.179;0;100.253;0;115.029;0;119.161;0;117.195;0;119.015;0;119.597;0;116.885;0;104.211;0;102.639;0;12.987303;0;0.36140717;0;0.36140717;0
6769;10.6.2024 17:01:20:907;26.183;0;100.113;0;114.978;0;119.128;0;117.253;0;119.001;0;119.601;0;116.889;0;104.179;0;102.607;0;12.987554;0;0.36178417;0;0.36178417;0
6770;10.6.2024 17:01:21:907;26.177;0;100.197;0;115.009;0;119.104;0;117.211;0;119.031;0;119.559;0;116.865;0;104.137;0;102.673;0;12.98747;0;0.36025612;0;0.36025612;0
6771;10.6.2024 17:01:22:907;26.179;0;100.217;0;115.12;0;119.161;0;117.286;0;119.051;0;119.506;0;116.922;0;104.193;0;102.675;0;12.987135;0;0.36104355;0;0.36104355;0
6772;10.6.2024 17:01:23:907;26.175;0;100.231;0;115.079;0;119.047;0;117.209;0;119.029;0;119.557;0;117.027;0;104.099;0;102.707;0;12.987135;0;0.3619898;0;0.3619898;0
6773;10.6.2024 17:01:24:907;26.177;0;100.215;0;115.118;0;119.104;0;117.247;0;118.977;0;119.559;0;116.974;0;104.137;0;102.655;0;12.987052;0;0.36133445;0;0.36133445;0
6774;10.6.2024 17:01:25:907;26.183;0;100.203;0;115.178;0;119.092;0;117.253;0;118.983;0;119.547;0;116.944;0;104.089;0;102.733;0;12.987135;0;0.36105024;0;0.36105024;0
6775;10.6.2024 17:01:26:907;26.177;0;100.143;0;115.118;0;119.031;0;117.32;0;118.922;0;119.595;0;116.92;0;104.155;0;102.637;0;12.987219;0;0.36145649;0;0.36145649;0
6776;10.6.2024 17:01:27:907;26.179;0;100.145;0;115.102;0;118.96;0;117.304;0;118.924;0;119.634;0;116.94;0;104.193;0;102.747;0;12.987219;0;0.36056374;0;0.36056374;0
6777;10.6.2024 17:01:28:908;26.179;0;100.091;0;115.284;0;119.142;0;117.304;0;118.742;0;119.634;0;116.976;0;104.374;0;102.585;0;12.987386;0;0.36042999;0;0.36042999;0
6778;10.6.2024 17:01:29:907;26.179;0;100.163;0;115.138;0;118.979;0;117.377;0;118.906;0;119.652;0;116.831;0;104.157;0;102.675;0;12.987052;0;0.36168218;0;0.36168218;0
6779;10.6.2024 17:01:30:907;26.179;0;100.181;0;115.156;0;119.033;0;117.34;0;118.888;0;119.652;0;116.831;0;104.193;0;102.621;0;12.987052;0;0.36218874;0;0.36218874;0
6780;10.6.2024 17:01:31:907;26.181;0;100.219;0;115.213;0;118.962;0;117.342;0;118.871;0;119.709;0;116.851;0;104.286;0;102.587;0;12.987219;0;0.36096748;0;0.36096748;0
6781;10.6.2024 17:01:32:907;26.179;0;100.181;0;115.193;0;118.96;0;117.395;0;118.888;0;119.67;0;116.885;0;104.229;0;102.549;0;12.987303;0;0.36173568;0;0.36173568;0
6782;10.6.2024 17:01:33:907;26.179;0;100.181;0;115.229;0;118.924;0;117.377;0;118.797;0;119.688;0;116.849;0;104.265;0;102.567;0;12.987219;0;0.3614289;0;0.3614289;0
6783;10.6.2024 17:01:34:907;26.183;0;100.203;0;115.197;0;118.928;0;117.417;0;118.837;0;119.711;0;116.817;0;104.215;0;102.571;0;12.987052;0;0.36106027;0;0.36106027;0
6784;10.6.2024 17:01:35:907;26.179;0;100.199;0;115.174;0;118.96;0;117.45;0;118.797;0;119.725;0;116.74;0;104.229;0;102.458;0;12.987219;0;0.360053;0;0.360053;0
6785;10.6.2024 17:01:36:907;26.177;0;100.197;0;115.118;0;118.94;0;117.429;0;118.795;0;119.796;0;116.829;0;104.282;0;102.492;0;12.987135;0;0.36075516;0;0.36075516;0
6786;10.6.2024 17:01:37:907;26.181;0;100.237;0;115.158;0;118.981;0;117.361;0;118.853;0;119.818;0;116.76;0;104.358;0;102.424;0;12.987135;0;0.36077355;0;0.36077355;0
6787;10.6.2024 17:01:38:907;26.179;0;100.163;0;115.083;0;118.997;0;117.377;0;118.851;0;119.761;0;116.794;0;104.302;0;102.494;0;12.987386;0;0.36012739;0;0.36012739;0
6788;10.6.2024 17:01:39:907;26.177;0;100.251;0;115.045;0;119.013;0;117.411;0;118.94;0;119.723;0;116.774;0;104.354;0;102.474;0;12.986633;0;0.36116141;0;0.36116141;0
6789;10.6.2024 17:01:40:907;26.179;0;100.181;0;115.047;0;119.051;0;117.304;0;118.906;0;119.688;0;116.831;0;104.284;0;102.44;0;12.986549;0;0.36014913;0;0.36014913;0
6790;10.6.2024 17:01:41:907;26.175;0;100.195;0;115.061;0;119.029;0;117.336;0;118.92;0;119.648;0;116.827;0;104.262;0;102.509;0;12.986801;0;0.36066238;0;0.36066238;0
6791;10.6.2024 17:01:42:908;26.179;0;100.145;0;115.211;0;119.215;0;117.231;0;118.851;0;119.652;0;116.976;0;104.374;0;102.603;0;12.986801;0;0.36122411;0;0.36122411;0
6792;10.6.2024 17:01:43:907;26.175;0;100.177;0;115.098;0;119.066;0;117.318;0;118.956;0;119.648;0;116.827;0;104.207;0;102.545;0;12.987135;0;0.36070166;0;0.36070166;0
6793;10.6.2024 17:01:44:907;26.177;0;100.197;0;115.045;0;119.049;0;117.266;0;118.977;0;119.65;0;116.865;0;104.227;0;102.601;0;12.987135;0;0.3613637;0;0.3613637;0
6794;10.6.2024 17:01:45:907;26.179;0;100.217;0;115.029;0;119.106;0;117.322;0;118.96;0;119.634;0;116.922;0;104.193;0;102.567;0;12.986801;0;0.36172983;0;0.36172983;0
6795;10.6.2024 17:01:46:907;26.175;0;100.195;0;114.988;0;119.102;0;117.318;0;118.956;0;119.666;0;116.9;0;104.153;0;102.653;0;12.986633;0;0.36128513;0;0.36128513;0
6796;10.6.2024 17:01:47:907;26.177;0;100.215;0;114.99;0;119.122;0;117.302;0;118.922;0;119.668;0;116.865;0;104.155;0;102.637;0;12.986968;0;0.36167884;0;0.36167884;0
6797;10.6.2024 17:01:48:907;26.177;0;100.197;0;115.009;0;119.14;0;117.175;0;118.977;0;119.632;0;116.883;0;104.155;0;102.655;0;12.986801;0;0.36005551;0;0.36005551;0
6798;10.6.2024 17:01:49:907;26.177;0;100.197;0;115.027;0;119.104;0;117.193;0;119.031;0;119.614;0;116.92;0;104.209;0;102.673;0;12.986633;0;0.36231747;0;0.36231747;0
6799;10.6.2024 17:01:50:907;26.175;0;100.231;0;114.988;0;119.084;0;117.191;0;119.047;0;119.575;0;116.936;0;104.117;0;102.671;0;12.986549;0;0.36170225;0;0.36170225;0
6800;10.6.2024 17:01:51:907;26.179;0;100.253;0;115.029;0;119.142;0;117.268;0;119.033;0;119.561;0;116.958;0;104.193;0;102.675;0;12.986466;0;0.35983065;0;0.35983065;0
6801;10.6.2024 17:01:52:907;26.181;0;100.147;0;115.104;0;119.144;0;117.27;0;118.981;0;119.508;0;116.978;0;104.159;0;102.749;0;12.986801;0;0.3609073;0;0.3609073;0
6802;10.6.2024 17:01:53:907;26.177;0;100.161;0;115.136;0;119.049;0;117.266;0;119.031;0;119.523;0;117.011;0;104.119;0;102.727;0;12.986549;0;0.36031213;0;0.36031213;0
6803;10.6.2024 17:01:54:907;26.177;0;100.197;0;115.1;0;119.031;0;117.338;0;118.977;0;119.614;0;116.974;0;104.137;0;102.709;0;12.986717;0;0.36086216;0;0.36086216;0
6804;10.6.2024 17:01:55:907;26.175;0;100.177;0;115.17;0;119.011;0;117.336;0;118.975;0;119.63;0;116.918;0;104.117;0;102.798;0;12.986884;0;0.36462709;0;0.36462709;0
6805;10.6.2024 17:01:56:907;26.177;0;100.215;0;115.136;0;118.995;0;117.302;0;118.958;0;119.668;0;116.92;0;104.119;0;102.745;0;12.987135;0;0.36000284;0;0.36000284;0
6806;10.6.2024 17:01:57:907;26.179;0;100.163;0;115.174;0;118.997;0;117.377;0;118.942;0;119.634;0;116.885;0;104.193;0;102.784;0;12.986968;0;0.36118816;0;0.36118816;0
6807;10.6.2024 17:01:58:907;26.179;0;100.181;0;115.193;0;118.997;0;117.34;0;118.924;0;119.634;0;116.813;0;104.211;0;102.765;0;12.986801;0;0.36113299;0;0.36113299;0
6808;10.6.2024 17:01:59:907;26.181;0;100.201;0;115.195;0;119.017;0;117.433;0;118.908;0;119.636;0;116.851;0;104.159;0;102.677;0;12.986717;0;0.3610051;0;0.3610051;0
6809;10.6.2024 17:02:00:907;26.177;0;100.197;0;115.227;0;119.013;0;117.338;0;118.867;0;119.705;0;116.902;0;104.209;0;102.601;0;12.986717;0;0.36185689;0;0.36185689;0
6810;10.6.2024 17:02:01:907;26.181;0;100.237;0;115.176;0;118.981;0;117.324;0;118.871;0;119.69;0;116.851;0;104.249;0;102.551;0;12.987052;0;0.36042916;0;0.36042916;0
6811;10.6.2024 17:02:02:907;26.179;0;100.217;0;115.265;0;118.979;0;117.395;0;118.869;0;119.707;0;116.867;0;104.265;0;102.675;0;12.987052;0;0.35960662;0;0.35960662;0
6812;10.6.2024 17:02:03:907;26.179;0;100.199;0;115.247;0;118.924;0;117.431;0;118.888;0;119.707;0;116.904;0;104.265;0;102.585;0;12.987052;0;0.36131689;0;0.36131689;0
6813;10.6.2024 17:02:04:907;26.175;0;100.141;0;115.225;0;118.902;0;117.482;0;118.829;0;119.721;0;116.809;0;104.262;0;102.599;0;12.986633;0;0.36132024;0;0.36132024;0
6814;10.6.2024 17:02:05:907;26.181;0;100.129;0;115.176;0;118.944;0;117.433;0;118.817;0;119.781;0;116.76;0;104.267;0;102.605;0;12.986633;0;0.36163119;0;0.36163119;0
6815;10.6.2024 17:02:06:907;26.177;0;100.125;0;115.172;0;118.94;0;117.448;0;118.849;0;119.832;0;116.774;0;104.318;0;102.637;0;12.986968;0;0.36083374;0;0.36083374;0
6816;10.6.2024 17:02:07:907;26.177;0;100.161;0;115.136;0;118.977;0;117.375;0;118.867;0;119.796;0;116.774;0;104.245;0;102.565;0;12.986884;0;0.36220212;0;0.36220212;0
6817;10.6.2024 17:02:08:907;26.181;0;100.129;0;115.067;0;119.017;0;117.379;0;118.908;0;119.709;0;116.778;0;104.322;0;102.533;0;12.986884;0;0.3609307;0;0.3609307;0
6818;10.6.2024 17:02:09:907;26.179;0;100.199;0;115.083;0;119.07;0;117.34;0;118.869;0;119.743;0;116.813;0;104.356;0;102.512;0;12.986801;0;0.36092903;0;0.36092903;0
6819;10.6.2024 17:02:10:907;26.177;0;100.251;0;115.081;0;119.031;0;117.357;0;118.958;0;119.686;0;116.811;0;104.318;0;102.619;0;12.987135;0;0.36074012;0;0.36074012;0
6820;10.6.2024 17:02:11:907;26.179;0;100.217;0;115.047;0;119.07;0;117.286;0;118.979;0;119.688;0;116.831;0;104.284;0;102.621;0;12.986801;0;0.36100593;0;0.36100593;0
6821;10.6.2024 17:02:12:907;26.177;0;100.269;0;115.081;0;119.049;0;117.32;0;118.958;0;119.705;0;116.829;0;104.245;0;102.619;0;12.986968;0;0.36141386;0;0.36141386;0
6822;10.6.2024 17:02:13:907;26.179;0;100.253;0;114.992;0;119.088;0;117.322;0;118.997;0;119.579;0;116.885;0;104.247;0;102.693;0;12.986968;0;0.36024777;0;0.36024777;0
6823;10.6.2024 17:02:14:907;26.181;0;100.273;0;115.067;0;119.108;0;117.324;0;118.962;0;119.636;0;116.942;0;104.177;0;102.569;0;12.986801;0;0.36185104;0;0.36185104;0
